"Adresse","Occurrences","H1-1","Longueur du H1-1","Indexabilité","Statut d'indexabilité"
"https://www.quick.fr/","0","","0","Indexable",""
"https://www.quick.fr/devenir-franchise","0","","0","Indexable",""
"https://www.quick.fr/carriere","0","","0","Indexable",""
"https://www.quick.fr/bd-pour-tous","0","","0","Indexable",""
"https://www.quick.fr/nous-contacter","0","","0","Indexable",""
"https://www.quick.fr/le-gout-de-se-retrouver","0","","0","Indexable",""
"https://www.quick.fr/produits","0","","0","Indexable",""
"https://www.quick.fr/ma-fidelite-recompensee","0","","0","Indexable",""
"https://www.quick.fr/famille","0","","0","Indexable",""
"https://www.quick.fr/politique-de-protection-des-donnees-personnelles","0","","0","Indexable",""
"https://www.quick.fr/connexion","0","","0","Indexable",""
"https://www.quick.fr/restaurants","0","","0","Indexable",""
"https://www.quick.fr/nos-engagements","0","","0","Indexable",""
"https://www.quick.fr/mesures-sanitaires","0","","0","Indexable",""
"https://www.quick.fr/temps-forts/les-remarquables","0","","0","Indexable",""
"https://www.quick.fr/cookies","0","","0","Indexable",""
"https://www.quick.fr/mon-compte","0","","0","Indexable",""
"https://www.quick.fr/mentions-legales","0","","0","Indexable",""
"https://www.quick.fr/temps-forts/%5Bslug%5D","0","","0","Indexable",""
"https://www.quick.fr/tous-les-quicks","0","","0","Indexable",""
"https://www.quick.fr/inscription","0","","0","Indexable",""
"https://www.quick.fr/produits/finger-food","0","","0","Indexable",""
"https://www.quick.fr/produits/menus-enfants","0","","0","Indexable",""
"https://www.quick.fr/produits/boissons-chaudes","0","","0","Indexable",""
"https://www.quick.fr/produits/menu","0","","0","Indexable",""
"https://www.quick.fr/produits/enCeMoment","0","","0","Indexable",""
"https://www.quick.fr/produits/desserts","0","","0","Indexable",""
"https://www.quick.fr/produits/burgers","0","","0","Indexable",""
"https://www.quick.fr/produits/frites","0","","0","Indexable",""
"https://www.quick.fr/produits/boissons-froides","0","","0","Indexable",""
"https://www.quick.fr/produits/sauces","0","","0","Indexable",""
"https://www.quick.fr/restaurants/blagnac","0","","0","Indexable",""
"https://www.quick.fr/restaurants/chambray-les-tours","0","","0","Indexable",""
"https://www.quick.fr/produits/salades","0","","0","Indexable",""
"https://www.quick.fr/restaurants/le-kremlin-bicetre-okb","0","","0","Indexable",""
"https://www.quick.fr/restaurants/metz-borny","0","","0","Indexable",""
"https://www.quick.fr/restaurants/mulhouse-dornach","0","","0","Indexable",""
"https://www.quick.fr/restaurants/claye-souilly","0","","0","Indexable",""
"https://www.quick.fr/restaurants/douai-ferin","0","","0","Indexable",""
"https://www.quick.fr/restaurants/evreux","0","","0","Indexable",""
"https://www.quick.fr/restaurants/pau-faculte","0","","0","Indexable",""
"https://www.quick.fr/restaurants/rosny-di-2","0","","0","Indexable",""
"https://www.quick.fr/restaurants/romans-sur-isere","0","","0","Indexable",""
"https://www.quick.fr/restaurants/belfort","0","","0","Indexable",""
"https://www.quick.fr/restaurants/nimes-capouchine","0","","0","Indexable",""
"https://www.quick.fr/restaurants/bordeaux-rives-d-arcins","0","","0","Indexable",""
"https://www.quick.fr/restaurants/marseille-vieux-port","0","","0","Indexable",""
"https://www.quick.fr/restaurants/calais","0","","0","Indexable",""
"https://www.quick.fr/restaurants/istres","0","","0","Indexable",""
"https://www.quick.fr/restaurants/montreuil","0","","0","Indexable",""
"https://www.quick.fr/restaurants/dijon-gare","0","","0","Indexable",""
"https://www.quick.fr/restaurants/lille-lillenium","0","","0","Indexable",""
"https://www.quick.fr/restaurants/saint-martin-d-heres","0","","0","Indexable",""
"https://www.quick.fr/restaurants/dijon-quetigny","0","","0","Indexable",""
"https://www.quick.fr/restaurants/garges-les-gonesses","0","","0","Indexable",""
"https://www.quick.fr/restaurants/bourges","0","","0","Indexable",""
"https://www.quick.fr/restaurants/nantes-beaulieu","0","","0","Indexable",""
"https://www.quick.fr/restaurants/les-mureaux","0","","0","Indexable",""
"https://www.quick.fr/restaurants/margencel-thonon","0","","0","Indexable",""
"https://www.quick.fr/restaurants/perpignan-polygone","0","","0","Indexable",""
