"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Liens entrants","Temps de réponse","URL de redirection","Type de redirection"
"https://ofreropizza.com/","text/html; charset=UTF-8","200","OK","Indexable","","552","0,196","",""
"https://ofreropizza.com/wp-content/uploads/2024/09/2788488.jpg","image/jpeg","200","OK","Indexable","","0","0,189","",""
"https://ofreropizza.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=10.4.3","application/javascript","200","OK","Indexable","","0","0,274","",""
"https://ofreropizza.com/wp-content/uploads/2024/09/ingreds.png","image/png","200","OK","Indexable","","0","0,282","",""
"https://ofreropizza.com/wp-content/uploads/2024/09/logo-ofrero-blanc-1.png","image/png","200","OK","Indexable","","0","0,348","",""
"https://ofreropizza.com/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-events-provider-wpforms-ed443a3a3d45126a22ce.js","application/javascript","200","OK","Indexable","","0","0,445","",""
"https://ofreropizza.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.10.4.3","application/javascript","200","OK","Indexable","","0","0,454","",""
"https://ofreropizza.com/wp-includes/css/dashicons.min.css?ver=6.9.1","text/css","200","OK","Indexable","","0","0,382","",""
"https://ofreropizza.com/wp-content/cache/perfmatters/ofreropizza.com/minify/c2dfaa09a4b5.scripts.min.js?ver=4.9.7","application/javascript","200","OK","Indexable","","0","0,458","",""
"https://ofreropizza.com/wp-admin/js/color-picker.min.js?ver=4.10.1","","0","Bloqué par robots.txt","Non indexable","Bloqué par robots.txt","0","","",""
"https://ofreropizza.com/wp-content/themes/flatsome/assets/js/flatsome.js?ver=8e60d746741250b4dd4e","application/javascript","200","OK","Indexable","","0","0,289","",""
"https://ofreropizza.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=10.4.3","application/javascript","200","OK","Indexable","","0","0,323","",""
"https://ofreropizza.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3","application/javascript","200","OK","Indexable","","0","0,304","",""
"https://ofreropizza.com/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search.js?ver=3.19.6","application/javascript","200","OK","Indexable","","0","0,307","",""
"https://ofreropizza.com/plan-de-site/","text/html; charset=UTF-8","200","OK","Indexable","","162","0,336","",""
"https://ofreropizza.com/wp-content/uploads/2024/09/pizza2-1.jpg","image/jpeg","200","OK","Indexable","","0","0,126","",""
"https://ofreropizza.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","application/javascript","200","OK","Indexable","","0","0,355","",""
"https://ofreropizza.com/wp-content/uploads/2024/09/1820-1.jpg","image/jpeg","200","OK","Indexable","","0","0,375","",""
"https://ofreropizza.com/wp-content/plugins/yith-woocommerce-advanced-product-options-premium/assets/js/front.min.js?ver=4.10.1","application/javascript","200","OK","Indexable","","0","0,289","",""
"https://ofreropizza.com/mon-compte/lost-password/","text/html; charset=UTF-8","200","OK","Non indexable","Canonisé,noindex","161","1,760","",""
"https://ofreropizza.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=10.4.3","application/javascript","200","OK","Indexable","","0","0,319","",""
"https://ofreropizza.com/wp-content/uploads/2024/09/securitee.jpg","image/jpeg","200","OK","Indexable","","0","0,368","",""
"https://ofreropizza.com/wp-content/plugins/perfmatters/vendor/fastclick/pmfastclick.min.js","application/javascript","200","OK","Indexable","","0","0,092","",""
"https://ofreropizza.com/mentions-legales/","text/html; charset=UTF-8","200","OK","Indexable","","162","0,285","",""
"https://ofreropizza.com/wp-includes/js/jquery/ui/progressbar.min.js?ver=1.13.3","application/javascript","200","OK","Indexable","","0","0,278","",""
"https://ofreropizza.com/wp-includes/js/jquery/jquery.ui.touch-punch.js?ver=0.2.2","application/javascript","200","OK","Indexable","","0","0,280","",""
"https://ofreropizza.com/categorie-produit/accompagnements-et-boissons/","text/html; charset=UTF-8","200","OK","Indexable","","399","0,117","",""
"https://ofreropizza.com/categorie-produit/nos-menus/","text/html; charset=UTF-8","200","OK","Indexable","","392","0,334","",""
"https://ofreropizza.com/contact/","text/html; charset=UTF-8","200","OK","Indexable","","321","0,094","",""
"https://ofreropizza.com/wp-content/plugins/perfmatters/vendor/instant-page/pminstantpage.min.js?ver=2.3.3","application/javascript","200","OK","Indexable","","0","0,232","",""
"https://ofreropizza.com/wp-includes/js/hoverIntent.min.js?ver=1.10.2","application/javascript","200","OK","Indexable","","0","0,094","",""
"https://ofreropizza.com/wp-content/uploads/2024/09/47422.jpg","image/jpeg","200","OK","Indexable","","0","0,109","",""
"https://ofreropizza.com/wp-content/uploads/2024/09/localisateur-3-300x300.png","image/png","200","OK","Indexable","","0","0,279","",""
"https://ofreropizza.com/politique-de-confidentialite/","text/html; charset=UTF-8","200","OK","Indexable","","320","0,328","",""
"https://ofreropizza.com/wp-includes/js/jquery/ui/slider.min.js?ver=1.13.3","application/javascript","200","OK","Indexable","","0","0,120","",""
"https://ofreropizza.com/wp-content/uploads/2024/09/la-toile-2.png","image/png","200","OK","Indexable","","0","0,392","",""
"https://ofreropizza.com/wp-content/uploads/2024/09/2150702777.jpg","image/jpeg","200","OK","Indexable","","0","0,379","",""
"https://ofreropizza.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=10.4.3","application/javascript","200","OK","Indexable","","0","0,279","",""
"https://ofreropizza.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min.js?ver=10.4.3","application/javascript","200","OK","Indexable","","0","0,236","",""
"https://ofreropizza.com/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.13.3","application/javascript","200","OK","Indexable","","0","0,259","",""
"https://ofreropizza.com/wp-includes/js/jquery/ui/draggable.min.js?ver=1.13.3","application/javascript","200","OK","Indexable","","0","0,306","",""
"https://ofreropizza.com/wp-includes/js/dist/i18n.min.js?ver=c26c3dc7bed366793375","application/javascript","200","OK","Indexable","","0","0,296","",""
"https://ofreropizza.com/wp-content/uploads/2024/09/halaaal.png","image/png","200","OK","Indexable","","0","0,320","",""
"https://ofreropizza.com/wp-content/plugins/perfmatters/js/lazyload.min.js?ver=2.3.3","application/javascript","200","OK","Indexable","","0","0,296","",""
"https://ofreropizza.com/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3","application/javascript","200","OK","Indexable","","0","0,285","",""
"https://ofreropizza.com/wp-content/plugins/woc-open-close/assets/front/js/jBox.all.min.js?ver=4.9.7","application/javascript","200","OK","Indexable","","0","0,291","",""
"https://ofreropizza.com/categorie-produit/nos-pizzaninis/","text/html; charset=UTF-8","200","OK","Indexable","","400","0,267","",""
"https://ofreropizza.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=10.4.3","application/javascript","200","OK","Indexable","","0","0,098","",""
