"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Liens entrants","Temps de réponse","URL de redirection","Type de redirection"
"https://thesee-datacenter.fr/","text/html; charset=UTF-8","200","OK","Indexable","","114","0,862","",""
"https://thesee-datacenter.fr/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","application/javascript","200","OK","Indexable","","0","0,116","",""
"https://thesee-datacenter.fr/wp-content/plugins/gravityforms/legacy/css/formreset.min.css?ver=2.9.23","text/css","200","OK","Indexable","","0","0,437","",""
"https://thesee-datacenter.fr/wp-content/uploads/2020/02/logo_2020-300x75.png","image/png","200","OK","Indexable","","0","0,377","",""
"https://www.googletagmanager.com/gtag/js?id=","application/javascript; charset=UTF-8","200","OK","Indexable","","0","0,246","",""
"https://www.googletagmanager.com/gtag/js?id=UA-168671128-1","application/javascript; charset=UTF-8","200","OK","Indexable","","0","0,263","",""
"https://thesee-datacenter.fr/wp-content/uploads/2020/02/icon_securite_ss.png","image/png","200","OK","Indexable","","0","0,243","",""
"https://thesee-datacenter.fr/wp-content/uploads/2024/06/flag-fr.png","image/png","200","OK","Indexable","","0","0,327","",""
"https://thesee-datacenter.fr/wp-content/uploads/2020/02/icon_services_ss.png","image/png","200","OK","Indexable","","0","0,346","",""
"https://thesee-datacenter.fr/wp-content/uploads/2020/02/icon_disponibilite_ss.png","image/png","200","OK","Indexable","","0","0,327","",""
"https://thesee-datacenter.fr/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/jq-sticky-anything.min.js?ver=2.1.1","application/javascript","200","OK","Indexable","","0","0,387","",""
"https://thesee-datacenter.fr/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381","application/javascript","200","OK","Indexable","","0","0,436","",""
"https://thesee-datacenter.fr/en/","text/html; charset=UTF-8","200","OK","Indexable","","84","1,271","",""
"https://thesee-datacenter.fr/mentions-legales/","text/html; charset=UTF-8","200","OK","Indexable","","47","0,916","",""
"https://thesee-datacenter.fr/wp-content/uploads/2021/03/performance-nrj_1920.jpg","image/jpeg","200","OK","Indexable","","0","0,246","",""
"https://thesee-datacenter.fr/wp-content/uploads/2024/07/securite-2.jpg","image/jpeg","200","OK","Indexable","","0","0,079","",""
"https://thesee-datacenter.fr/home/","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","16","0,428","https://thesee-datacenter.fr/","Redirection HTTP"
"https://thesee-datacenter.fr/data-center-certifie-hds","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","19","0,965","https://thesee-datacenter.fr/data-center-certifie-hds/","Redirection HTTP"
"https://thesee-datacenter.fr/wp-content/plugins/gwreadonly/css/gwreadonly.css?ver=1.9.29","text/css","200","OK","Indexable","","0","0,247","",""
"https://thesee-datacenter.fr/wp-content/uploads/2020/02/logo_the╠üse╠üe_reserve.png","image/png","200","OK","Indexable","","0","0,084","",""
"https://thesee-datacenter.fr/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","application/javascript","200","OK","Indexable","","0","0,253","",""
"https://thesee-datacenter.fr/wp-content/plugins/gravityforms/js/gravityforms.min.js?ver=2.9.23","application/javascript","200","OK","Indexable","","0","0,279","",""
"https://thesee-datacenter.fr/confidentialite/","text/html; charset=UTF-8","200","OK","Indexable","","36","0,838","",""
"https://thesee-datacenter.fr/wp-content/uploads/2024/07/densite-2.jpg","image/jpeg","200","OK","Indexable","","0","0,093","",""
"https://thesee-datacenter.fr/datacenters/","text/html; charset=UTF-8","200","OK","Indexable","","44","0,857","",""
"https://dcms.thesee-datacenter.eu/data/perspective/client/HELPDESK","","0","Connexion refusée","Non indexable","Pas de réponse","28","","",""
"https://thesee-datacenter.fr/wp-content/themes/Divi/core/admin/js/common.js?ver=4.27.4","application/javascript","200","OK","Indexable","","0","0,095","",""
